Source User,Application,Category,Verdict,AD Group,Bytes
example_domain\karen.sandoval,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,98908
example_domain\karen.sandoval,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,62381
example_domain\karen.sandoval,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,62107
example_domain\alex.jones,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,120690326
example_domain\alex.jones,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,60699447
example_domain\alex.jones,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,26895466
example_domain\alex.jones,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,18265217
example_domain\alex.jones,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,1138446
example_domain\alex.jones,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,658558
example_domain\alex.jones,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,568563
example_domain\alex.jones,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,86519
example_domain\alex.jones,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,59420
example_domain\larry.sparks,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,93307385
example_domain\larry.sparks,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,71745303
example_domain\larry.sparks,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,23734154
example_domain\larry.sparks,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,19732437
example_domain\larry.sparks,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,3072311
example_domain\larry.sparks,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,3022366
example_domain\larry.sparks,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,869990
example_domain\larry.sparks,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,715836
example_domain\larry.sparks,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,230520
example_domain\larry.sparks,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,98595
example_domain\larry.sparks,youtube-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,70672
example_domain\larry.sparks,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,58968
example_domain\larry.sparks,vimeo-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,54407
example_domain\larry.sparks,jira-downloading,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,54269
example_domain\larry.sparks,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,53982
example_domain\joshua.torres,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,119933307
example_domain\joshua.torres,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,56421970
example_domain\joshua.torres,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,17190720
example_domain\joshua.torres,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,9976420
example_domain\joshua.torres,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,1479661
example_domain\joshua.torres,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,97030
example_domain\gregory.thomas,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,77368015
example_domain\gregory.thomas,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,66001903
example_domain\gregory.thomas,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,28119998
example_domain\gregory.thomas,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,20240339
example_domain\gregory.thomas,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,2357058
example_domain\gregory.thomas,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1281861
example_domain\gregory.thomas,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1107825
example_domain\gregory.thomas,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,920474
example_domain\gregory.thomas,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,198442
example_domain\madeline.cruz,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,74016027
example_domain\madeline.cruz,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,69642626
example_domain\madeline.cruz,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,29523630
example_domain\madeline.cruz,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,1226247
example_domain\madeline.cruz,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,1111394
example_domain\madeline.cruz,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1106850
example_domain\madeline.cruz,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,488765
example_domain\madeline.cruz,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,409846
example_domain\madeline.cruz,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,264089
example_domain\madeline.cruz,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,173269
example_domain\madeline.cruz,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,98595
example_domain\connie.leach,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,155633101
example_domain\connie.leach,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,11808486
example_domain\connie.leach,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,4591655
example_domain\connie.leach,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,3076692
example_domain\connie.leach,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1304879
example_domain\connie.leach,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,848892
example_domain\connie.leach,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,300840
example_domain\connie.leach,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,199225
example_domain\connie.leach,bing-maps,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,66246
example_domain\hannah.mclaughlin,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,150963374
example_domain\hannah.mclaughlin,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,16103586
example_domain\hannah.mclaughlin,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2036986
example_domain\hannah.mclaughlin,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1251399
example_domain\hannah.mclaughlin,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,625154
example_domain\hannah.mclaughlin,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,564377
example_domain\hannah.mclaughlin,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,449440
example_domain\hannah.mclaughlin,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,191917
example_domain\hannah.mclaughlin,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,152749
example_domain\hannah.mclaughlin,facebook-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,84024
example_domain\hannah.mclaughlin,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,53716
example_domain\sharon.smith,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,53221340
example_domain\sharon.smith,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,35860716
example_domain\sharon.smith,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,29189021
example_domain\sharon.smith,concur-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,20208508
example_domain\sharon.smith,sap,erp-crm,The application is allowed provided the user is in the AD group 'managed-user',managed-user,10172110
example_domain\sharon.smith,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,8124054
example_domain\sharon.smith,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,5341544
example_domain\sharon.smith,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,3505173
example_domain\sharon.smith,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,2053074
example_domain\sharon.smith,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1469231
example_domain\sharon.smith,new-relic,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,909480
example_domain\sharon.smith,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,849147
example_domain\sharon.smith,workday-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,600998
example_domain\sharon.smith,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,164877
example_domain\sharon.smith,okta,auth-service,The application is allowed provided the user is in the AD group 'managed-user',managed-user,115634
example_domain\sharon.smith,pingone,auth-service,The application is allowed provided the user is in the AD group 'managed-user',managed-user,70633
example_domain\sharon.smith,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,61963
example_domain\brooke.lucero,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,151821618
example_domain\brooke.lucero,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,5554974
example_domain\brooke.lucero,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,5261326
example_domain\brooke.lucero,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1728444
example_domain\brooke.lucero,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,865038
example_domain\brooke.lucero,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,696192
example_domain\brooke.lucero,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,598041
example_domain\brooke.lucero,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,484961
example_domain\brooke.lucero,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,369649
example_domain\brooke.lucero,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,275695
example_domain\marcus.fernandez,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,160908158
example_domain\marcus.fernandez,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,258071
example_domain\marcus.fernandez,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,82554
example_domain\marcus.fernandez,zendesk-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,51112
example_domain\allison.henson,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,147566202
example_domain\allison.henson,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,9133620
example_domain\allison.henson,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1416013
example_domain\allison.henson,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1055495
example_domain\allison.henson,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,691035
example_domain\allison.henson,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,173727
example_domain\allison.henson,new-relic,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,146339
example_domain\paul.peterson,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,74821871
example_domain\paul.peterson,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,34838384
example_domain\paul.peterson,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,25558392
example_domain\paul.peterson,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,10384134
example_domain\paul.peterson,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,7517088
example_domain\paul.peterson,zoom-phone,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,3219635
example_domain\paul.peterson,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,458359
example_domain\paul.peterson,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,391463
example_domain\paul.peterson,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,201461
example_domain\paul.peterson,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,189668
example_domain\paul.peterson,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,186373
example_domain\paul.peterson,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,177780
example_domain\elizabeth.sosa,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,94503735
example_domain\elizabeth.sosa,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,34201245
example_domain\elizabeth.sosa,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,15451696
example_domain\elizabeth.sosa,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,5133331
example_domain\elizabeth.sosa,concur-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2366990
example_domain\elizabeth.sosa,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,549031
example_domain\elizabeth.sosa,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,467452
example_domain\elizabeth.sosa,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,265023
example_domain\elizabeth.sosa,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,174435
example_domain\elizabeth.sosa,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,157516
example_domain\elizabeth.sosa,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,107638
example_domain\adam.romero,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,89884333
example_domain\adam.romero,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,15614112
example_domain\adam.romero,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,13115183
example_domain\adam.romero,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,7978700
example_domain\adam.romero,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,7913571
example_domain\adam.romero,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,5884505
example_domain\adam.romero,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,3935436
example_domain\adam.romero,zoom-phone,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,2427148
example_domain\adam.romero,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,2079484
example_domain\adam.romero,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,871962
example_domain\adam.romero,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,607726
example_domain\adam.romero,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,115243
example_domain\adam.romero,workday-base,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,87916
example_domain\adam.romero,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,73936
example_domain\adam.romero,youtube-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,70602
example_domain\marcus.leblanc,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,125477015
example_domain\marcus.leblanc,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,17179744
example_domain\marcus.leblanc,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1750193
example_domain\marcus.leblanc,github-base,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,870624
example_domain\marcus.leblanc,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,75921
example_domain\marcus.leblanc,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,67111
example_domain\matthew.carter,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,67428337
example_domain\matthew.carter,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,34675694
example_domain\matthew.carter,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,24294858
example_domain\matthew.carter,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,12025914
example_domain\matthew.carter,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,4794333
example_domain\matthew.carter,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,993764
example_domain\matthew.carter,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,525803
example_domain\matthew.carter,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,399846
example_domain\matthew.carter,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,120704
example_domain\kristen.schneider,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,125622977
example_domain\kristen.schneider,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,11553455
example_domain\kristen.schneider,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,5976662
example_domain\kristen.schneider,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,831548
example_domain\kristen.schneider,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,450649
example_domain\kristen.schneider,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,180754
example_domain\kristen.schneider,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,80702
example_domain\jasmine.coleman,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,124762830
example_domain\jasmine.coleman,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1064440
example_domain\jasmine.coleman,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,857014
example_domain\jasmine.coleman,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,448407
example_domain\jasmine.coleman,crowdstrike,management,The application is allowed by security rule 'endpoint-edr-antivirus',irrelevant,401040
example_domain\jasmine.coleman,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,340357
example_domain\jasmine.coleman,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,107334
example_domain\jasmine.coleman,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,59252
example_domain\andrea.robinson,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,99615836
example_domain\andrea.robinson,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,11865627
example_domain\andrea.robinson,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,6734378
example_domain\andrea.robinson,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,3500823
example_domain\andrea.robinson,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1146767
example_domain\andrea.robinson,zoom-meeting,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,962811
example_domain\andrea.robinson,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,753335
example_domain\andrea.robinson,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,124247
example_domain\andrea.robinson,youtube-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,87699
example_domain\olivia.massey,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,73552523
example_domain\olivia.massey,youtube-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,33170262
example_domain\olivia.massey,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,9412896
example_domain\olivia.massey,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,5347643
example_domain\olivia.massey,github-base,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,518735
example_domain\olivia.massey,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,169337
example_domain\olivia.massey,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,119206
example_domain\jessica.sullivan,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,83119069
example_domain\jessica.sullivan,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,18398728
example_domain\jessica.sullivan,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,17205807
example_domain\jessica.sullivan,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,1462944
example_domain\jessica.sullivan,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,712281
example_domain\jessica.sullivan,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,298404
example_domain\jessica.sullivan,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,65872
example_domain\james.thompson,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,99962339
example_domain\james.thompson,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,10859798
example_domain\james.thompson,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,4748306
example_domain\james.thompson,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,855206
example_domain\james.thompson,new-relic,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,723121
example_domain\james.thompson,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,607975
example_domain\james.thompson,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,239517
example_domain\james.thompson,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,124562
example_domain\james.thompson,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,57612
example_domain\james.thompson,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,54582
example_domain\theresa.hanna,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,97991013
example_domain\theresa.hanna,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,12043461
example_domain\theresa.hanna,amazon-aws-console,management,The application is allowed provided the user is in the AD group 'managed-user',managed-user,3659298
example_domain\theresa.hanna,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,1652211
example_domain\theresa.hanna,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1535037
example_domain\theresa.hanna,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,224024
example_domain\theresa.hanna,service-now-base,management,The application is allowed by security rule 'servicenow-app',irrelevant,188295
example_domain\theresa.hanna,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,178781
example_domain\theresa.hanna,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,151857
example_domain\theresa.hanna,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,101056
example_domain\beth.chapman,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,74860754
example_domain\beth.chapman,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,35875362
example_domain\beth.chapman,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,4073704
example_domain\beth.chapman,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,194156
example_domain\beth.chapman,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,103066
example_domain\vanessa.boone,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,61553652
example_domain\vanessa.boone,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,45902711
example_domain\vanessa.boone,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,5230958
example_domain\vanessa.boone,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,328479
example_domain\vanessa.boone,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,325440
example_domain\vanessa.boone,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,251770
example_domain\vanessa.boone,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,151248
example_domain\tanya.johnson,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,28941383
example_domain\tanya.johnson,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,21569734
example_domain\tanya.johnson,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,17819327
example_domain\tanya.johnson,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,15860945
example_domain\tanya.johnson,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,12883348
example_domain\tanya.johnson,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,6258449
example_domain\tanya.johnson,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,3259080
example_domain\tanya.johnson,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,448016
example_domain\tanya.johnson,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,424479
example_domain\tanya.johnson,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,195312
example_domain\tanya.johnson,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,121155
example_domain\tanya.johnson,boxnet-base,file-sharing,The application is blocked by security rule 'not-authorized-for-file-sharing',irrelevant,71450
example_domain\michelle.nguyen,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,35225063
example_domain\michelle.nguyen,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,33053054
